,lambda [nm],gain
8966,1505.1457960859368,0.008808609225371309
8967,1505.070232139204,0.008764969290120333
8968,1504.9946757792757,0.008721333736425122
8969,1504.9191270050094,0.008677702563626091
8970,1504.8435858152625,0.008634075771063258
8971,1504.7680522088933,0.00859170733586829
8972,1504.6925261847596,0.008551053762052452
8973,1504.61700774172,0.00851040426893035
8974,1504.541496878633,0.00846975885588747
8975,1504.4659935943573,0.008429117522309418
8976,1504.390497887752,0.008388697619360884
8977,1504.3150097576768,0.008349791162037453
8978,1504.239529202991,0.008310888609057192
8979,1504.164056222554,0.008271989959832285
8980,1504.0885908152263,0.008233095213775271
8981,1504.0131329798676,0.008194204370298568
8982,1503.9376827153385,0.008152959064656518
8983,1503.8622400205002,0.008111220936323962
8984,1503.7868048942128,0.008069486995237773
8985,1503.7113773353378,0.008027757240768107
8986,1503.6359573427367,0.007986031672284993
8987,1503.5605449152706,0.007945957530587373
8988,1503.4851400518019,0.007907388469263298
8989,1503.409742751192,0.007868823276288739
8990,1503.3343530123038,0.007830261951082077
8991,1503.2589708339995,0.007791704493061231
8992,1503.1835962151415,0.0077542243234360935
8993,1503.1082291545931,0.007720606426023144
8994,1503.0328696512177,0.007686991899529296
8995,1502.957517703878,0.007653380743447342
8996,1502.8821733114385,0.0076197729572706815
8997,1502.8068364727624,0.007586168540492309
8998,1502.731507186714,0.007551810409648284
8999,1502.6561854521576,0.0075173801639428165
9000,1502.5808712679577,0.0074829533695735485
9001,1502.505564632979,0.007448530026021533
9002,1502.430265546087,0.007414110132768136
9003,1502.3549740061464,0.007381688649090236
9004,1502.279690012023,0.007350611251245182
9005,1502.204413562582,0.0073195369678616465
9006,1502.1291446566895,0.007288465798471458
9007,1502.0538832932116,0.007257397742606536
9008,1501.9786294710152,0.007226965199447592
9009,1501.9033831889665,0.007198130067611699
9010,1501.828144445932,0.007169297824801838
9011,1501.7529132407792,0.007140468470584091
9012,1501.677689572375,0.00711164200452411
9013,1501.6024734395871,0.007082818426188149
9014,1501.5272648412833,0.007057784282574588
9015,1501.4520637763314,0.007032881399372569
9016,1501.3768702436,0.007007981010470426
9017,1501.3016842419568,0.006983083115493187
9018,1501.2265057702707,0.006958187714066337
9019,1501.151334827411,0.006932641497478497
9020,1501.076171412246,0.006906742046549306
9021,1501.0010155236457,0.006880845189087894
9022,1500.9258671604794,0.0068549509247045615
9023,1500.8507263216168,0.006829059253009921
9024,1500.7755930059277,0.00680361867533534
9025,1500.7004672122825,0.006779112695733402
9026,1500.6253489395517,0.006754609169448282
9027,1500.5502381866063,0.00673010809611173
9028,1500.4751349523167,0.006705609475355274
9029,1500.400039235554,0.0066811133068106635
9030,1500.3249510351898,0.0066593551026391355
9031,1500.2498703500955,0.006637600506138202
9032,1500.1747971791428,0.006615848086856576
9033,1500.0997315212041,0.006594097844467555
9034,1500.0246733751515,0.006572349778644298
9035,1499.9496227398574,0.006550856839965916
9036,1499.8745796141945,0.006529489927782673
9037,1499.7995439970357,0.0065081251534840805
9038,1499.7245158872543,0.006486762516749353
9039,1499.6494952837234,0.006465402017257639
9040,1499.5744821853168,0.006445008769488943
9041,1499.4994765909084,0.006426489346366472
9042,1499.424478499372,0.006407971775757299
9043,1499.3494879095822,0.00638945605738353
9044,1499.2745048204133,0.0063709421909672725
9045,1499.19952923074,0.006352409952652016
9046,1499.1245611394374,0.006330679266618792
9047,1499.0496005453806,0.006308950753780698
9048,1498.974647447445,0.00628722441381182
9049,1498.8997018445064,0.006265500246386245
9050,1498.82476373544,0.00624377825117799
9051,1498.7498331191225,0.006221440353237863
9052,1498.6749099944304,0.0061987996207360395
9053,1498.5999943602396,0.006176161151760149
9054,1498.5250862154273,0.006153524945970904
9055,1498.4501855588705,0.006130891003028951
9056,1498.3752923894458,0.006108574642244572
9057,1498.3004067060313,0.006086900918477286
9058,1498.2255285075044,0.006065229361017094
9059,1498.150657792743,0.0060435599695392375
9060,1498.0757945606251,0.006021892743718956
9061,1498.0009388100293,0.006000227683231689
9062,1497.9260905398335,0.005975718758142399
9063,1497.8512497489173,0.0059511761350088095
9064,1497.776416436159,0.00592663596419577
9065,1497.7015906004385,0.005902098245335985
9066,1497.6267722406346,0.005877562978061784
9067,1497.5519613556276,0.005854645476630563
9068,1497.4771579442966,0.0058326303998120915
9069,1497.4023620055225,0.00581061752221037
9070,1497.3275735381849,0.005788606843495631
9071,1497.252792541165,0.005766598363338639
9072,1497.1780190133434,0.00574543569234329
9073,1497.1032529536012,0.005726301063922196
9074,1497.0284943608192,0.005707168346495318
9075,1496.953743233879,0.0056880375397764735
9076,1496.8789995716625,0.005668908643479421
9077,1496.8042633730518,0.005649781657318151
